key,author,date,stars,title,helpful_yes,helpful_no,text
28_bj,ilanah2,2020-03-01,5,,0,0,"Definitely my favorite ice cream of all time! I try not to have it all the time because its not super healthy, but its difficult to resist. I mean read whats in it, it cant get better than Half Baked!"
28_bj,Andrea,2018-05-20,2,No cookie dough!,0,0,This is usually my all time favorite ice cream . There was tons of brownie but absolutely no cookie dough in my tub . I searched and searched as I was eating and no cookie dough at all. Disappointed.
28_bj,ciarap4,2020-07-16,5,,0,0,"Half brownie and half cookie dough you cant go wrong whenever you eat this I only purchase this flavor this is a must buy if you love ice cream, bit on the pricey side but definitely worth the money!"
28_bj,,2020-07-29,5,,0,0,This is my favorite Ben and Jerrys product. It is a little pricey but worth the splurge. I would put more cookie dough then brownie. I am a repeat customer and will continue to be. I would recommend.
28_bj,nicolep1122,2020-07-26,5,,0,0,"We rarely get ice cream to keep at home, but half baked is definitely our special treat. It tastes great and even the hubs and kiddos love it. Its a nice change from traditional vanilla or chocolate."
28_bj,tessac7,2020-07-30,5,,0,0,Having an ice cream that is vanilla and has all the yummy goods that everyone craves I had to try it! It is so good and you can almost always find coupons on Ben and Jerrys ice creams in many stores!
28_bj,axhl3yy,2019-08-15,5,,0,0,"This product is really good I love eating this, its affordable the price isnt that bad and this product doesnt need improvement, Im a repeat consumer Im in love, yes I would recommend this to others."
28_bj,amys289,2020-07-28,5,,0,0,"Best. Ice Cream EVER! Cookies dough, brownies, vanilla, and chocolate ice cream! all blended together for comfort in a cup! It's a very rich ice cream, so the little container can last you a while!"
28_bj,victorial0ve,2020-07-13,5,,0,0,I love the Ben & Jerrys has a lot of different flavors - this by far is my favorite! Anytime that I eat ice cream I usually crave something with chocolate and Ive gone through 10000 tubs in college
28_bj,mekaylac3,2020-07-28,5,,0,0,This is definitely one of my favorite Ben and Jerrys flavors. Its very creamy and rich. The pint is always very generous with the amount of cookie and brownie pieces. Definitely my go-to ice cream.
28_bj,sydneyc2,2020-07-30,5,,0,0,"This is absolutely my most favorite Ice cream flavor from them. Its just out right delish and if you have yet to try it, Id suggest doing so! No regrets if you love chocolate and cookie dough bites"
28_bj,ess_102,2020-06-04,5,,0,0,Favorite of all time. I love cookie dough and I love Brownie bites. I'm not a fan of just vanilla so the mix of chocolate helps balance everything out and I get my two favorite sweet treats in one!
28_bj,sierraskye13,2020-07-29,5,,0,0,Always a good go to flavor! I mean who doesnt like cookie dough am I right?! Can never go wrong with this one! First flavor I ever tried of Ben and Jerrys and I always find myself going back to it
28_bj,rebeccagb80e,2019-03-01,5,,0,0,If you like Ice cream this is definitely a flavor to try. Ben and Jerrys combinations cant be compared. Better than expected and I love that I can eat it out of the pint and claim it as only mine!
28_bj,meganr189,2020-07-25,5,,0,0,AMAZING. Satisfied!!! When Im craving ice cream I go for this one as well. Its so delicious I can eat the whole container in one sitting Definitely recommend this ice cream and will repurchase it
28_bj,desiraek4,2020-07-30,5,,0,0,This is the best ice cream it is my all time favorite! Chocolate and vanilla with fudge brownies and chocolate chip cookie dough! Delicious. I especially like that it has a mix of flavors. Amazing
28_bj,tejay,2020-02-02,5,,0,0,"Half baked is one of those Ben & Jerry signature flavors that is perfect yet simple. Vanilla and chocolate ice cream with chunks of cookie dough and my personal favorite, brownies. Its addicting."
28_bj,CroatianTaster,2017-07-30,1,No brownies or chunks...,0,1,I was so happy 2 hours ago when i purchased this...it looks so promising and i love all your other flavours...but when i opened it and started digging i was so disappoimted..no brownies or chunks
28_bj,sanzeria,2020-07-19,5,,0,0,"One of my favorite ice cream flavors. I haven't had it in a while but each time I do, it doesn't disappoint. This ice cream tastes good, is affordable & they sell it almost everywhere. Its great!"
28_bj,theebombm,2019-02-03,5,,0,0,The best ice cream. Hands down. Always has been a favorite of mine i just wish they offered larger sized containers. Even the price doesnt bother me because they are usually on salr where I shop.
28_bj,icecreamery,2018-05-14,5,SO YUMMY,0,0,"I ate a pint of this in one go. No regrets. I think this flavor is much better than Phish Food, which is another flavor of Ben and Jerry's. With both cookie dough and brownie, you can't go wrong."
28_bj,Nini1991,2018-05-28,5,My best friend,0,0,My taste buds have loved me ever since I've discovered this flavor! I can no longer eat the plain chocolate chip cookie dough ice creams thanks to this amazing flavor! Truly a girls best friend!
28_bj,amethystfay,2020-07-24,5,,0,0,If I could give this 10 stars I would. This is my favorite Ben and Jerrys flavor. Honestly it does not compare to others. I am willing to try the fro-yo version of this and see how it compares.
28_bj,lechatn,2020-06-22,5,,0,0,Two hippies from Vermont with a dream and a spoon create rich creamy loaded ice cream that helps save the world one pint at a time. What is not to love?
28_bj,avva,2020-07-29,4,,0,0,I really like this! It's expensive but not as expensive as some others. I will say that I'm not as much of a fan of the brownie part of the ice cream. The cookie dough is the best part by far.
28_bj,TheWolfQueen,2017-11-19,5,EVERY WEEK,0,0,I love love loooove this flavor i wish this was lactose free! I cant have lactose but you can see me getting 2 of these a week! I was horrified to find my gas station stopped carring this! ;-;
28_bj,kathryns18,2020-07-28,5,,0,0,"I love the flavor and texture of Ben & Jerrys. Half Baked is my favorite, but I dont buy it often because it is very rich and a bit expensive. I would recommend if you want to treat yourself!"
28_bj,noraflick,2020-07-26,5,,0,0,One of the best flavors Ive tried from them. Creamy and delicious; highly recommend a try if youve never tried it before; unless youre not a fan of cookie dough then its probably not for you.
28_bj,meagand9d35,2020-07-15,5,,0,0,"I have this ice cream about once or twice a week because it is just that good. It has everything you could want or imagine in one run. Chocolate, fudge brownie, vanilla, cookie pieces. Yummm"
28_bj,camillemalcom,2018-08-11,2,I LOVE(D) THIS PINT,0,0,I’ve been buying half baked for several years now and the past two days i had a pint with absolutely no chunks. just vanilla and chocolate ice cream )): what happened to the old half baked?
28_bj,Ange,2019-06-01,5,Probably gained 15lbs,0,0,This stuff is dangerous. Take one bite and you will end up eating the whole pint! Jeez the cookie dough and brownies are perfection mixed in vanilla and chocolate ice cream... I’m drooling.
28_bj,kellyk64,2020-07-24,5,,0,0,Cant go wrong with any b&J flavor! A true classic. very creative and unique flavors you wont see elsewhere. Typically end up eating the whole pint in one sitting. High in calories and sugar
28_bj,gabbys59,2020-06-11,5,,0,0,Oh my godddddd this ice is soooooo good!! It is so delicious. There are so many cunks of chocolate and peanut butter. It is one of the best ice creams I have ever had. You need to buy this!
28_bj,amandas0df3,2020-07-23,5,,0,0,Favorite ice cream! It is the perfect combination of chocolate and vanilla ice cream. Mixed with brownie and cookie dough pieces! Pricey but worth the purchase! Great for indecisive people
28_bj,averik2,2020-07-18,5,,0,0,All Ben and Jerrys ice creams are absolutely delicious. I love the company I love what they stand for and their headquarters in Vermont is such an awesome place. 10/10 all around for them.
28_bj,reemam1,2020-07-27,4,,0,0,"I though this was an interesting combination of flavors. The texture was really nice. For me, it was a bit on the sweeter side. Wouldnt buy occasionally but definitely when Im in the mood."
28_bj,katelyn_maria,2019-09-10,5,,0,0,One of the best Ben and jerry icecream flavors. Every pint always has a great mixture of brownie and cookie dough bites. I try not to get this often because the pint is gone in one sitting
28_bj,ashleyrose93,2018-10-01,5,,0,0,"These little things are not cheap but they are so dang good! I love the big chunks of cookie dough and brownie batter, so satisfying! I try not to eat the whole thing in one sitting hahah"
28_bj,abscog,2020-07-29,5,,0,0,"This is a delicious ice cream! It is my go to dessert, it is the perfect mix of chocolate and vanilla, with the chunks of cookie dough, it is so good! It is very creamy and a great size."
28_bj,tou tou,2020-07-15,5,best ice cream,0,0,I had this when I was in Paris but when I got back to the states I forgot about it. Fast forward to today my mom found it and bought me some and it’s just sooo good! I highly recommend!
28_bj,Applenoose,2017-07-02,5,Astonishingly Awesome,0,0,"Half baked is a fantastic contribution to mankind, and the universe in general. Grab a pint and settle in. Let it sit for a minute or so and then attack. Warning - can be habit forming."
28_bj,crystale426c,2020-07-10,5,,0,0,This is the absolute best ice cream anyone could eat! Of course Im from Vermont so Im a little partial but it still does not take away from this amazing product and array of selections!
28_bj,goddessglowmo,2020-07-13,4,,0,0,Half baked is one of my fav flavors. It's like heaven in your mouth and the cookie dough pieces just top it off right! I only gave it four stars because it is a bit on the pricey side.
28_bj,hwolf2389,2020-07-03,5,,0,0,A mix of creamy chocolate and peanut butter ice cream which is delicious. Add in the peanut butter cookie dough and fudge brownie it is delicious. has a good mix in to ice cream ratio
28_bj,alishai1,2020-07-04,5,,0,0,WOW! What a flavor! A perfect balance of cookie dough and brownie. For all my chocolate and vanilla lovers this is a great ice cream flavor![product:ben-&-jerrys-half-baked-ice-cream]
28_bj,hannahnd486,2020-07-15,5,,0,0,Just try it couple days ago. Delicious ice cream with both vanilla and chocolate mix well together. Very rich texture and will buy it again. Little bit pricey ice cream but worth it.
28_bj,shaylacoffman44,2020-06-20,5,,0,0,This is the only Ben and Jerrys ice cream I eat. Its amazing. Just dont look at the calories and save it for a crappy night when you eat your feelings. It never disappoints I promise
28_bj,Alli86,2018-06-18,5,The absolute best,0,0,This is the best ice cream ever. My pints always have heaps of brownie and cookie dough in them and this is perfect for people who can’t choose between chocolate or vanilla. Love it!
28_bj,amandasfb9f,2018-11-09,5,,0,0,This is my hands down favourite ice cream. It’s more expensive but totally worth it. I don’t eat ice cream often but when I am craving it this is my go to! Would recommend every time
28_bj,ennngeee,2020-07-28,5,,0,0,My favorite Ben and Jerry's ice cream! It has a little bit of everything in it. Quite on the sweet side but it is so yummy. My favorite is the cookie dough bits and the brownie bits
28_bj,anyal1,2020-07-30,4,,0,0,I think the price is a bit high and it obviously needs to be eaten in moderation because we can let it overtake the desert because its quite rich but once every six months is doable
28_bj,Goldriley,2017-11-08,5,My weakness!!,0,0,This is ultimately my personal favorite...and my friends know it!!! I just can't resist the delicious ice cream with the gobs of chocolate chip cookie dough and brownies mixed in!!
28_bj,indiap6002,2020-05-04,5,,0,0,"I am such a freaking fan of Ben and berries ice cream they are just so yummy Aarhus texture full. The flavors are just amazing! My personal favorites are brownie batter, half baked"
28_bj,heatherp8eee,2020-07-23,4,,0,0,Half Baked can definitely satisfy that rich ice cream craving. The combo of brownie and cookie dough is a win! Id give it 5 stars but usually its more expensive than I want to pay.
28_bj,justkaylaaa,2020-07-23,5,,0,0,I get this ice cream all the time . The cookie dough and brownie chunks are so delicious. Every time I get this my daughter and I finish it so quickly . I would highly recommend.
28_bj,vmarine,2020-07-26,5,,0,0,A delicious classic!! It has a little of all my favorites. Its one of my go to ice creams because I know it always hits the spot [product:ben-&-jerrys-ice-cream-half-baked-16oz]
28_bj,chucktown1894,2017-07-14,5,unique & delicious experience,0,0,Such a great flavor of ice cream for those who enjoy soft & moist guilty pleasures! The chocolate & vanilla ice creams fuse together creating a perfectly sweet mixture. Amazing!
28_bj,destreeb,2020-07-11,5,,0,0,Favorite ice cream! It has the best mixture of brownies and cookie dough but isnt too much. I look forward to this treat! Its a purchase I will make over and over and over! Yum!
28_bj,patriciaf29,2020-07-26,2,,0,0,"This ice cream is delicious! I have tried a lot of Ben & Jerrys ice creams and this is one of my@favorites. Cookie dough (yum!), chocolate chips, chocolate ice cream. Delicious!"
28_bj,,2018-11-12,5,,0,0,"A guilty pleasure to say the least. This ice cream has brownies, cookie dough, chocolate and vanilla ice cream. Such a good combination for when you’re feeling something sweet."
28_bj,raybanna_xo,2020-07-28,5,,0,0,This is actually one of my favorite icecreams. I love cookies and cream and I love brownie fudge and this is the perfect combination of the two. I would recommend this product!
28_bj,marleer3,2020-07-01,5,,0,0,"Ok Im sorry but this is the best ice cream known to man! If you like brownies or under baked cookies or anything like that at all, this is the kind of ice cream you should get"
28_bj,juliawaslike,2020-06-23,5,,0,0,"This is a classic flavor and MY ALL TIME FAVORITE!!!! You cannot go wrong with this one. There is so much flavor, texture, and yumminess in half baked! I could eat it all day."
28_bj,elizabethm6,2019-03-05,5,,0,0,Ben and Jerrys is my favorite ice cream. They have to many flavors- you cant go wrong- but half baked is definitely one of the best in my opinion. I will definitely buy again.
28_bj,mckenzif,2020-07-30,5,,0,0,This is my favorite ice cream of all time. I love having this as my after dinner snack. The ice cream is really smooth and the flavor is amazing. I love all of the bits in it.
28_bj,lazyolturnip,2018-12-01,1,,0,0,Was OK. Meh. Just as good as competitors at 1/3 of the price. Wouldn’t buy again. If I’m going to indulge financially and calorie wise- I expect something more.. wow factorish
28_bj,bric5,2020-07-28,5,,0,0,"One of my favorite Ice creams. It is full of cookie dough and brownie chunks and you can buy it almost anywhere. However, I will say its a bit pricey compared to other brands."
28_bj,livh21,2020-07-27,5,,0,0,This is my favorite ice cream of all time. I constantly have it in my freezer and it is my go to desert. I love all Ben and Jerrys flavors but this one has to be my favorite.
28_bj,smasha3,2020-06-15,5,,0,0,"We stan a brand that fights for human rights, employs ex-convicts and pays them a fair wage. I will always pay extra for this brand, and their product is more than worth it."
28_bj,lisas245,2020-07-24,5,,0,0,Sooooo yummy. Its the right blend of everything I like in one! I love that its not overly rich in sweetness and each bite has a little something you get from the ingredients
28_bj,farahpinklady,2019-04-03,5,,0,0,Its my favorite ben & jerrys ice cream. Taste so chocolatey and delicious. I could finished a pint of the ice cream by myself. Very recommended to all the chocolate lovers.
28_bj,sarahf169,2020-07-30,5,,0,0,"By far the best ice cream Ive EVER had! It combines all my favorite flavors with chocolate, cookie dough, vanilla and brownie. Would recommend to anyone with a sweet tooth!"
28_bj,catee3d1c,2019-04-05,5,,0,0,every single flavor of Ben & Jerry's I have had has been so good. I love ice cream and they just go above and beyond to taste amazing. You definitely get what you pay for.
28_bj,saskiah5,2020-07-03,5,,0,0,Had this during a breakup and I 10/10 recommend. You find actual fudge and cookie bits and its honestly the best heart mender and binge worthy ice cream you will ever meet
28_bj,meghana4,2020-07-24,5,,0,0,I love Ben and Jerrys! And their half baked is sooooo good! This flavor has so much cookie dough and brownie pieces its so yummy! Highly recommend it! Also comes in froyo!
28_bj,abbye20,2020-07-30,5,,0,0,"This is my boyfriend and Is go to for movie night. We can pick it up at our local grocery store, and it has become a staple for our date night ins. delicious and creamy!!"
28_bj,breanak3,2020-03-01,4,,0,0,My favorite flavor! Love the soft brownies in this mix and cookie dough is always a good add in! Sadly I can never find it in my area anymore. Would definitely recommend!
28_bj,shanny_pans,2020-07-21,5,,0,0,Half Baked is the best ice cream when you want to really indulge! The chocolate cookie dough and fudge brownie bits are so delicious and they stay soft in the ice cream.
28_bj,emilyb99,2020-07-29,5,,0,0,"So delicious. It's a classic flavor that many like. I don't buy it often because it is so fattening, but it's a great treat. Super sweet and actually loaded with chunks!"
28_bj,chickenmom2019,2019-06-04,5,My Favorite Ice Cream,0,0,This combination of cookie dough and brownie pair perfectly with the chocolate AND vanilla ice cream. I drool a little (kidding) every time I think about this ice cream!
28_bj,brittneys3a01,2020-02-03,5,,0,0,My favorite treat to indulge with love the Ben and Jerrys flavors and its so hard to pick which one I want every time but then end up going with the good old half backed
28_bj,deena_saurus,2020-07-10,5,,0,0,I absolutely love this flavor and ben & jerrys will always have my business because they are a very professional and proactive company that gives back to their community
28_bj,jhoug21,2020-07-26,4,,0,0,Great tasting ice cream that comes in a nice size container to make sure you dont over indulge. My only con is it is a bit pricey compared to some competitors pricing.
28_bj,samantham91d7,2020-07-08,5,,0,0,this flavor is really good and i really want some right now. its one of my favorite flavors from them. also THEY SUPPORT BLACK LIFES MATTER GO BEN & JERRYS WE LOVE YOU
28_bj,Anni,2017-10-01,5,Half Baked!,0,0,Half Baked - for me the most delicious ice cream! Actually i don‘t like vanilla ice cream but this does not taste boring and the doughy brownie pieces are just hmmm...
28_bj,ninab101,2020-02-03,5,,0,0,Five star flavor for a five star ice cream brand. I havent been able to find any other brand that can even come close to their flavors. Im definitely a repeat buyer.
28_bj,cayleym44df,2019-11-01,5,,0,0,"If you like chocolate chip cookie dough and brownie batter, you HAVE to try this! It is amazing and has giant globs of both all throughout. Seriously worth the price"
28_bj,ellementalart,2020-07-29,5,,0,0,"If you like cookie dough, like a lot, you will love this! This has way more cookie dough than the average ice cream and its high quality and overall tastes amazing!"
28_bj,kaitlynl1,2019-01-03,5,,0,0,If you can’t pick between cookie dough or brownie this is the one you should get!! It’s a mixture between the both and what’s better than that?? Nothing. Go get it!
28_bj,calistag2,2020-07-28,5,,0,0,Im not usually a huge ice cream person but I do love this kind. I dont like paying $5 for it but its worth it. Its a good mix and it can usually last me a few days.
28_bj,jazmink4,2020-07-28,5,,0,0,I love the different textures from the cookie dough to the brownie. It all seems to melt away in one delicious bite. Only thing Id improve on is having a bigger tub
28_bj,auroraj6,2020-07-26,5,,0,0,It tastes just like cookie dough but not that raw. Its very delicious but only to eat for a few minutes. Its a little too sweet. Ive only had it about 2 or 3 times.
28_bj,NoelleWillowGracie,2018-01-28,5,Best ice cream ever!,0,0,This is my longtime favorite Ben & Jerry's ice cream. I have tried other flavors but none come close. The huge chunks of cookie dough and brownies are to die for!!
28_bj,amandaf23,2020-07-26,5,,0,0,This is a classic and a staple in my freezer for those comfort food nights...which have been a bit more plentiful as of late with the state of the world right now.
28_bj,ice cream is awesome,2020-04-19,5,THIS IS THE BEST ICE CREAM EVER!,0,0,This ice cream puts all of the best flavors together. The brownies and the cookie dough blend so well. And you can't go wrong with vanilla and chocolate ice cream.
28_bj,sarahsweats,2020-07-31,5,,0,0,"If you want a full fat full calorie ice cream, dont reach for anything other than Ben & Jerrys! Nothing else compares to the creaminess and the variety of flavors!"
28_bj,saraha317,2020-07-31,5,,0,0,"Love this ice cream!! Great size, as its not too big so I can try new flavors often rather than being stuck with a single flavor. However it is a little pricey :/"
28_bj,maryjow1,2020-06-07,5,,0,0,I love Ben and Jerry's I've cream. Very rich and creamy. The ingredients are so amazing. Some of the best chocolate ice cream ever. I have repurchased many times.
28_bj,,2020-07-28,5,,0,0,Honey where do I start. I LOVE half baked brownies and cookies just something about them being in ice-cream makes them even better. I would eat this all the time.
28_bj,ashleyn0230,2020-06-18,5,,0,0,"Its the best flavor hands down. I love the little chunks of cookie dough, and the texture of the brownie bites inside it. Its affordable and lasts me a good week."
28_bj,member467da1,2019-04-03,4,,0,0,Perfect combination of Choco chips and chocolate flavor. The crunchiness of chips added some little taste in it. Mouth melting Experience. I love this ice cream.
28_bj,emilyhed58,2019-11-03,5,,0,0,"It is one of my favorite ice cream flavors. I am a big cookie dough fan. I find this ice cream to feed my craving of chocolate, cookies, and brownies all in one"
28_bj,shannong63,2020-04-02,5,,0,0,I mean this is just such a classic with such a delicious twist ben and Jerry's is still out here making boyfriends look bad everyday with their amazing icecream
28_bj,Anonna,2017-10-16,5,Favorite B&J icecream!,0,0,"If you like fudgy brownies and chunks of cookie dough, you'll love this ice cream! Always my go to flavor....I could kill a pint in one sitting with no regrets."
28_bj,bibileigh88,2020-06-19,5,,0,0,This ice cream is a total classic at this point. Its delicious and the company is ethical and absolutely worth giving your money to. We love you Ben and Jerrys!
28_bj,alexisf55,2020-07-26,5,,0,0,"A classic. This had been my go to forever and Im sure for many others. When not wanting to try a new flavor but wanting Ben and Jerrys, this is what I will buy."
28_bj,Willp147,2020-01-10,5,The best!,0,0,This is hands down by far my favorite Ben and Jerrys flavor. My only problem is I can never find it at Ben and Jerry shops. I need to try it with a fresh cone!
28_bj,Willp147,2020-01-12,5,The best!,0,0,This is hands down by far my favorite Ben and Jerrys flavor. My only problem is I can never find it at Ben and Jerry shops. I need to try it with a fresh cone!
28_bj,realdealsrichlandv,2020-07-24,5,,0,0,Love it!! Best of both worlds. You have cookie dough and brownie. I only buy it when it goes on sale or I have a coupon. I havent found another kind this yummy
28_bj,sarabelle1698,2020-07-30,5,,0,0,"Absolutely loveeee this ice cream! My go to favorite flavor. Its so creamy and you can really taste every individual flavor, very affordable highly recommended"
28_bj,katied167,2020-07-23,5,,0,0,"These ice creams are delicious. The flavors mesh well. They are made with all natural ingredients. However they are just a little bit pricey but, are so good!"
28_bj,morganc122,2020-07-28,5,,0,0,Half baked is my second favorite Ben and Jerrys flavor. Behind only netflix and chilled. It has brownie dough pieces and cookie dough chunks as well. SO GOOD.
28_bj,Orri,2018-10-25,4,My favourite flavour,0,0,"I buy this all the time, it is my favourite ice cream ever. I got some today and there were no cookie dough chunks and it made me so sad I ate the whole pint."
28_bj,shawnaeg,2020-07-13,5,,0,0,Cookie dough? Fudgy brownie bits? Literally what more could you want from ice cream? Half Baked is my FAVORITE Ben & Jerrys flavor and its my ultimate craving
28_bj,adamaryc1,2019-10-11,5,,0,0,"I love it, it is one of my favorite ice creams you can make several desserts with this ice cream, I love to share it with my family, it has a delicious flavor"
28_bj,nataliam6ed6,2020-07-25,5,,0,0,"Its one of my favorites, because its I like it so much, I dont even give a chance to other flavors. I just dont like it as much as tres leches of Haagen dazs."
28_bj,Ayoo,2017-10-27,5,WOULD SELL MY SOUL FOR HALF BAKED,0,0,Favorite for years only recently topped by The Tonight Dough because it's Half Baked on steroids. Ben and Jerry are the two most dependable men in my life :O
28_bj,Chunny,2019-02-05,5,The BEST,0,0,"I buy this flavor of Ben & Jerry's all the time. It's a hit with everyone in my family, as well as with my friends, and is probably their best flavor. Ever."
28_bj,meghanf1,2018-07-01,5,,0,0,This is my favourite of all the flavors. Love the mix of chewy brownie and huge chunks of cookie dough. Nice mix of vanilla and chocolate ice cream as well.
28_bj,ktlyman17,2019-04-04,5,,0,0,If you live cookie dough this is the icecream for you! Tastes amazing but the price is up there for the amount you are getting and compared to other brands.
28_bj,mindac,2020-07-27,3,,0,0,This stuff is tasty but sooo rich.. I can only have a few spoonfuls before its too much! Also tends to make my stomach hurt bc of how rich and sugary it is.
28_bj,kaylar12,2020-07-25,5,,0,0,This is my favorite ice cream ever. I love the brownie and cookie batter in it and it has just the right amount. Its creamy too. This is my go to ice cream.
28_bj,butterfly67,2019-08-19,5,Love the Chunks,0,0,"A friend recommended it and I’m obsessed with it. Just the right amount of chocolate and vanilla ice cream with the chunks of brownies, ughh to die for :)."
28_bj,pizzaandpeonies,2018-09-08,4,,0,0,This ice cream is so delicious. It has a great balance of flavours and I love the brownie bits. A little expensive but it's a good splurge once in a while.
28_bj,lexikate24,2020-06-20,3,,0,0,This is a hit or miss! I really like the brownie pieces but I dont usually love the cookie dough. The ice cream itself is good but Id like some more chunks
28_bj,raeecrawwford,2020-06-23,5,,0,0,So bad for you yet so yummy! Also expensive but worth every penny lol! The half baked is a game changer highly recommend to any ice cream lovers out there!
28_bj,mamaofthenorth,2020-07-25,5,,0,0,This is one of my favorite flavors of B&Js. Its the perfect mixture of cookie dough and chocolate and ice cream. I would definitely recommend this flavor
28_bj,joystars,2020-07-27,5,,0,0,Honestly I haven't met anyone who has had this ice cream and has not liked it. It haas the perfect amount of brownies and cookie dough to ice cream. 10/10
28_bj,stepht18,2020-06-17,5,,0,0,Tried this for the first time and had to say it was hard put down and not eat it all in one sitting lol. Just the right amount of ice cream fixings. Enjoy
28_bj,abbydayss,2020-07-10,5,,0,0,"this is one of my favorite ice creams, all of the ben & jerrys flavors are so so well done! the cookie dough, brownie dough and ice cream tastes amazing!"
28_bj,blissfulbrunette,2020-07-29,5,,0,0,"Literally my number one favorite ice cream! Super delicious, and unfortunately super addicting. I definitely recommend for anyone that has a sweet tooth!"
28_bj,,2020-07-26,5,,0,0,"THIS IS HANDS DOW MY FAVORITE ICE CREAM FLAVOR. It is soooo good, so creamy, so fresh. It want and need bigger sizes of it. Its the perfect sweet amount."
28_bj,Seb10,2020-03-28,5,Better than the sum of its parts,0,0,"Chocolate chip cookie dough. Chocolate fudge brownie. Individually, two very mediocre flavors. But together... they are so much more. 1+1 does equals 3!"
28_bj,kschwindt,2020-06-29,5,,0,0,"Chocolate and brownie, vanilla and cookie dough. You get the best of both worlds in this ice cream treat. This classic flavor is always one of my go tos"
28_bj,,2020-07-26,5,,0,0,This is one of the best flavors hands down and probably one of my only favorite flavor. All of the other flavors are decent but this one is DELICIOUS!!!
28_bj,lenaporterr,2020-07-29,5,,0,0,"This is my favorite Ben and Jerrys ice cream flavor. I love chocolate brownie ice cream and cookie dough ice cream, so the fact its combined is amazing!"
28_bj,rnagatori,2020-07-02,5,,0,0,Ben & Jerrys will always be amazing. Its the only ice cream I buy for my house and I tend to keep a couple of different flavors for myself and the kids.
28_bj,doveb2da3,2020-07-23,4,,0,0,Ben and Jerrys is a great ice cream brand . I like how they have dairy and non dairy options so many tasty flavors to choose from would highly recommend
28_bj,cmellion,2018-10-02,5,,0,0,"Amazing! Not too glad to admit, but have had this many, many times and not planning on switching any time soon! Will forever be a staple in my freezer."
28_bj,saracf8cb,2020-07-25,5,,0,0,This is the best Ben & Jerrys out there. This has the perfect balance of cookie dough chucks and chewy brownie bites. Never a dull bite in this pint.
28_bj,marcyw8164,2020-07-29,5,,0,0,"Who doesnt like Ben and Jerrys ice cream?! Its amazing, thick and creamy. All the flavors are to die for and hit the spot perfect for an evening treat."
28_bj,christinaeb882,2020-06-20,5,,0,0,This is my all time favorite flavor from Ben and Jerrys. Whenever its on sale I always pick up 1-2 pints. I wouldnt change this product. Its very good
28_bj,sarasstylesnaps,2020-07-18,5,,0,0,The best ben and jerrys flavor!! You can never go wrong with half baked. The combo or chocolate and vanilla with cookie dough and brownie is so tasty.
28_bj,,2020-07-20,5,,0,0,This is my favorite ice cream flavor.! Everything about it is so good! The cookie dough bits with the brownie and fudgy parts are to die for! Love it!
28_bj,kristinhf7b8,2020-07-28,5,,0,0,Delicious. I never brought Ben snd Jerry's more than I have with their support of black lives and now I wonder why I've been depriving myself so long
28_bj,thayas69a8,2018-09-09,5,,0,0,Excellent ice cream with a great mix of brownies and cookie dough. Best of both worlds and doesn’t force you to pick one great flavour over the other.
28_bj,deanna21,2020-07-29,5,,0,0,One of my favorites. Has the best combination and a good chocolate mixture. But isnt overwhelming with chocolate like the brownie batter one can be.
28_bj,Miles,2017-10-19,5,Best flavor ever!,0,0,I only just tried this today and it already became my favorite. Whenever I try to stop I keep sneaking a spoonful. I hope this is never discontinued!
28_bj,_extraaf_,2020-07-25,5,,0,0,This has all the goodness of multiple collie doughs wrapped into fantastic ice cream! I love it and its my favorite core flavors in their collection.
28_bj,christyc50,2020-07-24,4,,0,0,"One of my favorites! Half baked includes some semi-cookie dough, incorporating the taste but allowing a softer consistency not found in other brands!"
28_bj,chandlers1,2019-09-13,5,,0,0,Favorite ice cream of all time. I love the mix of cookie dough gobs and brownie batter. Ben and Jerrys is awesome but this is by FAR the best flavor!
28_bj,Jmkbbae,2019-12-09,5,Nothing better !,0,0,"For a decade, half baked Ben and Jerry’s has been my pick. Perfect portions of vanilla, chocolate, brownie and cookie dough. An absolute dream cream"
28_bj,madiedube,2020-06-11,5,,0,0,Its literally like eating Dairy Queen ice cream x10000 its amazing I just tried this product a couple days ago and I want to buy more. so delicious!
28_bj,amandagf324,2020-06-19,5,,0,0,Tried and true this original flavor will never get old I especially love the Froyo version of it because its a lot softer but the flavor is the best
28_bj,alyssalovevaz,2020-07-13,5,,0,0,"Such an incredible combination!! Half cookie, half brownie and the rest ice cream? Omg delicious! Thats one of my top favorites!! Totally recommend!"
28_bj,arpitaptl,2020-07-23,5,,0,0,Perfect combination of cookies and brownies. The quality and taste are just to die for. Only way to make it better is to make it a bigger container
28_bj,deannaa15,2020-06-20,3,,0,0,"This is always a classic in our house, I love it but theres something about the peanut butter version that just tastes better and has more filling."
28_bj,,2020-07-26,5,,0,0,My absolute number one choice of icecream! My friend recommended me this and Im so glad I picked it up. Its so yummy. A must try if you havent yet!
28_bj,meganr67,2020-07-27,5,,0,0,"3 of my favorite things combined- ice cream, cookie dough and brownies! This ice cream has huge chunks of brownie and cookie dough and its so good."
28_bj,amandaf182,2020-06-24,5,,0,0,"Perfection. Chocolate, vanilla, brownies and cookie dough. Why eat anything else? Nothing else compares to this. Its the only ice cream I will eat."
28_bj,caseycyap,2020-07-26,5,,0,0,"This is my favorite Ben & Jerrys flavor! Perfect for a movie night and so delicious. I dont usually buy Ben & Jerrys but when I do, its half baked!"
